Nr.,Comment in English,Spam / Ham,Polarity,Likes,Replies
1440.0,"Cyberloopers! Glory to the Mask, in the Name of Progress! BGG",spam,positive,0,0
1441.0,The Hive,spam,neutral,0,0
1442.0,A subway line for cars? How does mass transit merge with this?,spam,neutral,0,0
1443.0,Music?,spam,neutral,0,0
1444.0,Lol shit! Why not use usual tunnels?,spam,neutral,0,0
1445.0,On the left there are two Tesla Model Y on 0:05?,spam,neutral,0,0
1446.0,"So in the future 99% of all jobs are gone, because of automation and AI, but somehow people 
still have to go to the city at the same time? The future of transportation is bicycle...",spam,neutral,0,0
1447.0,basically an underground?,spam,neutral,0,0
1448.0,next car fall in hole on the road),spam,neutral,0,0
1449.0,and the price is billion dollars! Mask need investors again? LOL!,spam,neutral,0,0
1450.0,"Finnish Capital city Helsinki has 10 million cubic meters of tunnels and rooms bored under it.  And they drill 200 000 cubic meters more every year.
You can always go deeper.",spam,neutral,0,0
1451.0,No way this shit is ever going to happen.,spam,negative,0,0
1452.0,And everyone from LA becomes hard.,spam,neutral,0,0
1453.0,"Hmm, first Musk bangedly invented the rocket and successfully snatched it in NASA. Now he invented the subway. Soon he will invent the car, oh yes he will invented already. Musk successfully invents PICTURES)))",spam,neutral,1,0
1454.0,complete bullshit,spam,negative,0,0
1455.0,Are the tunnels just for tesla cars only,ham,neutral,0,0
1456.0,The chapo already did,spam,neutral,2,1
1457.0,how crazy,spam,negative,1,1
1458.0,"Elon Musk is just selling you false dream, guys. This concept is impractical. What if there is some sort of medical emergency,
 or someone needs to use a restroom and you need to park the vehicle at the side of the road? You just cant. What if a car suddenly comes to an halt? Wouldn't that cause a massive pile up and a disaster considering the speed the cars are moving at? What if one of the car breaks down in the middle of the tunnel? That would result in a huge traffic jam because you just can't push the car at the side of the road and it would take forever for the mechanics to reach at the spot, repair it or move it out of the way. What if there is an earthquake? What about the sewage, drainage, electric, water pipes that the whole city relies on? This concept is a joke. I bet Musk himself doesn't believe in this but just playing with your emotion by giving you a false hope of some futuristic world.",spam,negative,1,2
1459.0,Love the 80's synth music,spam,neutral,0,0
1460.0,"Musk, what about build more road and live the subway for Trains?",spam,neutral,0,0
1461.0,You can find videos about elon musk on my channel,spam,neutral,0,0
1462.0,I bet the toll is like 9 dollars,spam,neutral,0,0
1463.0,"The newest invention of The God Of Money-Generating Ideas and The Prophet of High-Tech, Elon Musk - behold! - 
The Underground Tunnel! ""Shut up and take my money!"", scream the investors",spam,neutral,0,0
1464.0,"Complete nonsense and high cost in order to get rid of traffic jams in metropolitan areas. Everything has been invented 
for a long time, efficient, inexpensive, safe and comfortable. Innovative SkyWay transport.",spam,negative,0,0
1465.0,"The idea is good, but the implementation is the question: will the construction take long, how do they think to do it,
 how deep do they want to dig tunnels?",ham,neutral,0,1
1466.0,"I know Musk says tnning Boring machines are really slow, but he's never been Batman underground 
with the Arkham Knight.",spam,neutral,1,0
1467.0,https://www.boringcompany.com/images/2017/5/17/wef8grehfslyohuc62wfp4zaqlibjm Thank me later ,spam,neutral,0,0
1468.0,wouldn't this be easier if it was above grounds...,spam,neutral,0,0
1469.0,"Flippn Elon Musk made a mother company. Jeez, Musk makes a new company like every month now.",spam,neutral,531,8
1470.0,"as if tesla cars are not stupid enough , another stupid idea from the maker of another stupid idea",spam,negative,0,0
1471.0,Well that was boring,spam,negative,139,9
1472.0,This is an excellent idea. And I think it's going to be very popular.,spam,positive,0,0
1473.0,The Jettsons never did happen... Either!,spam,neutral,0,0
1474.0,"wait...and if we pick these things and put people on it..it will transportate much more people...
oh wait, its called SUBWAY.",spam,neutral,0,0
1475.0,"Would doing this with an elevated rail system be more or less expensive? 
 I.E. build above the roads instead of below them.  Elevated rail systems were popular 100 years ago.",spam,neutral,0,0
1476.0,"Cool, but this would be insanely expensive to build.  And one malfunction in a lane 
and everything comes to a screeching halt.",ham,neutral,0,0
1477.0,and cars still using a internal combustion engine,spam,neutral,0,0
1478.0,this is horseshit,spam,neutral,0,0
1479.0,Disclaimer: Can only be operated by Tesla Vehicles $$$,spam,neutral,0,0
1480.0,what a dumb idea,spam,negative,0,0
1481.0,"I especially liked the moment at 33 seconds where two rails are connected into one. People have been building railways for centuries
 and still haven't thought of that, but Mashk took it and invented it! It remains only to implement. Realize the fucking indescribable ravings of a madman.",spam,positive,0,0
1482.0,"What about a space for an elevator on the street level, who owns it, who pays for it ? Price for this kind of space may be higher than for tunnel itself. I see wealthy investors that are in hurry and need this kind of ""connection"" , maybe somwhere in the underground garage? Then they want some bucks for every customer that will use it (and becouse of it, it will be quite expensive). And what about the other side, there will be heavy traffic around this hole (in a suburb area ?) Does every hole connects to every other ? It seems that elevator part can be costly (for safety alone). What about collision-free conjunctions? It has to be made by damn-good AI, real web of tunnels, and managed by it too. And no combustion-engine cars allowed, and no hazardous cargo. And what abaut malfunctions of a cart (Murphy's law says there will be truble). Very bold and necessary (for Mars missions and for Hyperloop), but very gimmicky. It seems to me that in era of ubiquitous drones, ""flying cars"" have greater chance for succes (despite that every one of them has to land, but some of them will land in emergency mode :) This project in my eyes is far harder than sending a rocket to Mars, because rocket have to fight with gravity, and tunnels have to fight with reluctance.",ham,negative,0,0
1483.0,Let's better build a church and pray,spam,neutral,0,0
1484.0,So those would leave a car size hole in the steet when it goes down... nothing can go wrong.,ham,neutral,109,6
1485.0,"Someone needs to explain to Elon that tunnels don't actually reduce traffic, but instead create more traffic.",spam,negative,20,6
1486.0,"Errmmm what is the purpose of the car then? What stops you from just walking down there without any car!,whew",spam,neutral,4,1
1487.0,"Elon is dead serious about this:https://www.instagram.com/p/BT_itC8h0Cx/
Haters can suck it :)",spam,neutral,0,0
1488.0,Curious. Is there a risk to destabilizing the land from all the underground drilling?,ham,neutral,265,26
1489.0,elan stop sniffing glue,spam,neutral,0,0
1490.0,"I don't like the idea of e.g. a car fire underground. My guess is to many things can go wrong, as with all systems,
 but the thought of being unreachable for minutes or hours kind off scares me..",ham,negative,0,0
1491.0,This just seems like madness now. Why put cars with wheels on wheels?,spam,neutral,11,3
1492.0,ELON MUSK  THE NEW AGE EDISON,spam,neutral,0,0
1493.0,now that is a LEXUS lane ... how much/mile?  50 dollars?,spam,neutral,0,0
1494.0,This would probably only create more traffic. Why not just build a subway? You can pack more people onto it and you don't have to bring your car with you.This is just a congested freeway for the rich,ham,neutral,0,0
1495.0,El Chapo is true INVENTOR...,spam,neutral,0,0
1496.0,Unrealistic demo. Needs to show cars falling into the holes...,spam,negative,0,0
1497.0,And then the earthquakes hit...,spam,negative,1,0
1498.0,"*I have an idea for Elon. What if they can utilize those transport vehicles that drive the Tesla's underground, but instead above ground in order to extend the range? For example, a Tesla owner enter a specified car port located on a map, then dock their car on the transport vehicle, and while the transport vehicle drives them on the highway from one port to another, it charges the Tesla at the same time! So its basically a mobile Supercharger... it would be similar to ""station hopping"" if we ever start interstellar space travel.* I would appreciate if Tesla gets me on board as I have extensive design ideas. Everything from new Tesla planes, boats, tanks and trains. I even have an idea for developing a medical grade tanning bed, only instead of getting a silly tan, its lasers and proprietary technology targets adipose fat and melts it away. It will non-invasively burn 3,300 calories per day with no effort by the end-user other than getting inside the damn apparatus. It will also target atherosclerosis and clogged arteries. Either they get me on board, or I go solo and crowd fund and start the future now. There is NO F'ING reason for us to be suffering and/or wait any longer for future technology. I will do start the process on my own if I have to. If you think Elon is a man of change, you ain't seen nothing yet! It's 2017, where is wireless concentrated electricity? With enough forward-momentum and funding, I will bring this to reality, too. I want to be able to grow new organs and limbs and teeth. It is taking too long and I am getting bored. We need to make it happen!",spam,neutral,0,0
1499.0,Have already done. The metro is called,spam,neutral,0,0
1500.0,"I think Elon Musk should first come up with technology to remove the fault lines under DTLA. I can't find my civil engineering degree, but wouldn't this make more sense if done with above-ground tubes, in f-ing Los Angeles????",spam,neutral,0,0
1501.0,It's all fine & dandy until Muslim fundamentalists ruin the show.,spam,neutral,0,0
1502.0,I think musk is an alien,spam,neutral,0,0
1503.0,why not more interconnected subways? won't that be more efficient? I feel this is going to be a waste.,ham,neutral,28,10
1504.0,What about traffic waiting to use the tunnel?,ham,neutral,1,1
1505.0,"Elon musk, the snake oil salesman of the 21st century.",spam,neutral,0,0
1506.0,Music reminds of Deus Ex,spam,neutral,0,0
1507.0,Cool idea !!! Only how soon will it be realized?,spam,positive,0,0
1508.0,"its metro, but just with cars. Stupid idea.",spam,negative,0,0
1509.0,I LOVE IT,spam,positive,0,0
1510.0,"Not that crazy though, city of Antwerp in Belgium is already building a tunnel 
under the entire city to reduce transit traffic RIGHT NOW.",spam,neutral,0,0
1511.0,"... ... And who will pay for that?Every single american worker, so that a few billionaires in LA will be able to travel without the inconvenient to see us...?
This is total post-modern Bullshit.
We reached the oil peak long ago now. Ressources get's rare, our economy is collapsing and the rapid growing of population/military crisis will just make all that worse in the times to come.
EVEN, if it is still possible to imagine building such thing,
It would only be made for a few people, while all others will just die starving 15 meters above...
How many homeless residents in L.A., just remember...?",spam,negative,3,2
1512.0,"I love Elon Musk, and I think he's a visionary and certainly a guy who will change our planet.  However, I am NOT a fan of this idea.I think there's just WAY to many uncontrollable variables.  Tunnels underground, holding thousands (millions?) of commuters.  Fine, if the system is working.  But it only takes one problem... a break down, an earthquake, a terrorist attack, to bring the ENTIRE system to its knees, effectively stranding thousands (millions?) of people in underground tunnels.  The cost of boring tunnels can be lessened, but the cost of providing infrastructure (Lights, air, emergency exits, emergency rations?, communications?)... it all just defies logic, and I think the whole thing sounds WAY more expensive and impractical than developing an above ground solution. A single explosion in a deep tunnel could undermine the stability of all the tunnels above it...  I think there are way too many radicals would would LOVE to use this kind of technology against itself.",ham,neutral,99,13
1513.0,And there will be traffic jams to the elevators like on ferry crossings :),ham,neutral,0,0
1514.0,They come up with all sorts of crap to rip off the money ...,spam,negative,2,0
1515.0,Am I the only one who wants to know what song this is??,spam,neutral,0,0
1516.0,It looks like a man's roof is going slowly,spam,neutral,0,0
1517.0,What about long cars?,ham,neutral,0,0
1518.0,"This is how roads should have been built originally. That way we could look outside and 
see the natural beauty of our earth and not asphalt.",spam,neutral,0,0
1519.0,love the music in this and wish for tunnels underground but I think the Hyperloop will work better,spam,neutral,0,0
1520.0,"that shit will need to invade all the countries and take their money then build that thing under
 ground of one very small city then go to another planet invade their countries take their money if they use money then continue the building in the same city",spam,negative,0,0
1521.0,wouldn't earthquakes leave cracks on these structures making it possible for a collapse but the idea is a traffic solver,ham,neutral,1,1
1522.0,I admire the idea alot especially because it's idiot proof as the average human these days is too stupid to simply drive in a straight line without crashing. Also you need to work out a way to stop these idiotic humans from falling into the car shafts after the car is lowered because most people are too stupid not to avoid deep caverns. Thanks.,spam,neutral,0,0
1523.0,Whats the point in cars then,spam,neutral,0,0
1524.0,Will it come with an annual subscription on my latest Tesla?,spam,neutral,0,0
1525.0,"yea i love future ideas but this will be kinda insane. just the digging alone for all of this if it
 was in every major city would be alot..",spam,neutral,0,0
1526.0,"Wouldn't this just create more traffic? All them cars queuing up to use these tunnels will create a bigger issue.
 I think it's an interesting concept but I just don't think it'll work in its current format",ham,negative,0,0
1527.0,"Nice. But out of curiosity, why build the whole infrastructure for the sleds and rails, it will add billions.
 Just have cars enter the tunnel then mandate them to turn on their autopilot which then syncs with the the tunnel system. This accomplishes the same controlled, high speed effect. The only difference is it might be limiting in speed slightly but the infrastructure cost may make this worth it.",ham,neutral,0,0
1528.0,boring...,spam,negative,0,0
1529.0,"I don't get it, why not just create super fast, comfortable subways???",spam,neutral,0,0
1530.0,rave,spam,neutral,0,0
1531.0,"This is amazing and only Elon can do it.  Why hasn‘t anyone thought of this before? With so much traffic and no solution, why not just go underground?  China wants to go over and above with bus.",spam,positive,0,0
1532.0,"And what happens when the cradle lowers leaving a giant 70 feet hole in the ground for other cars to drive into and fall straight on  your head? accidents do happen. How many cradles will be on standby if any while each takes to you from source to destination how will they get back to source you can‘t have an open hole in the ground, you“d need as many cradles as there are cars, what if there are more cars than cradles you‘d have queues and backlog causing traffic jams these tunnels have only 2 tracks. How many entrances do they plan to have in between routes, taking up permanent valuable street real estate. Looks like cool marketing, fire up the imagination just like Amazon drone deliveries but I doubt very much that it‘ll happen the way it appears here.  Imagine the cost, it‘ll surely be toll based.",ham,negative,0,0
1533.0,Just let us have personal aircraft.,spam,neutral,0,0
1535.0,Ts wow,spam,neutral,0,0
1536.0,And if there is an earthquake,spam,neutral,0,0
1537.0,"ummm, why use a car at all?",spam,neutral,0,0
1538.0,Wayroad to hell,spam,negative,0,0
1539.0,"0:04  and 0:45 No one is talking about cabinet traveling, not just car! So that mean you don't need car, just pick this cabinet an it will travel you underground with 200 km/h / 124 miles. Also instead ofer taxi (including self driving uber), you call this thing and travel with 200 km/h and 100% safe",ham,neutral,0,0
1540.0,This is the result of overrated,spam,neutral,0,0
1541.0,yyyeeeeeaaaa....... not happening..,spam,neutral,0,0
1542.0,"What a fucking dumb super expensive concept to build to own to maintain & to operate. We need inexpensive
 proven mass-transit systems where tens of people share a a v on a single vehicle rather than each of us having a stupid ass expensive car only serving one passenger selfish transportation needs.",spam,negative,0,0
1543.0,"Its one of those horizontal escalators but for my car... a transport for my transport.
 Seems like a redundant solution to transportation.",ham,neutral,0,0
1544.0,"this is great... traffic won't be people trying to get into the highway, it'll be people clogging up the street waiting to go into one of these... and when a car descends is there just a giant car size hole until another platform ascends?",ham,neutral,0,0
1545.0,Yo what game is this.... I wanna play it,spam,neutral,0,0
1546.0,"This reminds me of those chairs in Wall - E, but for cars...",spam,neutral,0,0
1547.0,My pc is carpy 😕wish i could play this game.....CHECK MY YOUTUBE ACCOUNT FOR CUTE ASS DOG,spam,neutral,0,0
1548.0,what's the music?,spam,neutral,0,0
1549.0,could be fun as a motorcyclist XD,spam,positive,0,0
1550.0,"I like Elon, and I think Hyperloop is great when it'll be doable, but for once I think this project is a stupid waste. Unless the point is to deliver an incredibly efficient, fast AND secure/stable way of building sustainable tunnels, which could be used for anything from new metro-pods lines and trains, to under-the-hills or mountain tunnels...But I think cars have nothing to do driving in a city in the future. There's foldable electric bikes or boards, future automated public transportation pods, and why not automated underground cars tunnels for very long, in-out the city travels, but not ""circulation"" or traffic.",ham,neutral,1,0
1551.0,gaining thousands of subs from one video it's elon musk,spam,neutral,0,0
1552.0,Look at 0:45 ... Nothing covers the hole when the elevator goes down,ham,neutral,0,0
1553.0,very boring idea,spam,negative,0,0
1554.0,"I feel like the new problem would be super long lines to get down unless it's a rapid fire conveyer belt 
or something. Also, how does it know when you want to stop?",ham,neutral,0,0
1555.0,"Based on the concept shown in the video. I seeProblem 1: You wait 2hrs on a very 
very long queue before it gets to your turn to board the tunnel platform... Problem 2: You wait 45 mins for your turn to exit the tunnel.Solution: Instead of loading vehicles on platforms, why don't you allow vehicle to be attached to the rail. Then the rail zaps them to their destination. But the cars still run on their regular tyres. Just that they don't control their speed and turns.Futuristic Solution: Electric car enters tunnel, controls get overridden, car speed set to Xkm/hr. So it's like a speed lane where all cars move at a constant set speedICE cars get latched to the rail. EVs get command to set speed to that of the tunnel. Problem solved",ham,neutral,0,1
1556.0,I think Doctor Who already had an episode on this called Gridlock,spam,neutral,0,0
1557.0,This idea while nice to think about is just not happening anytime soon... who will pay for the underground city wide roads... who will maintain the underground roads when we dont even maintain our subway systems or even our above ground roads as well... i get it forward thinking and i'm all for it but lets be real and not anchor ourselves in dreams...,ham,negative,0,0
1558.0,"didn't know you could delete dislikes on a video, but apparently you can.",spam,neutral,0,0
1559.0,this is so fucking retarded,spam,negative,0,0
1560.0,"I think this would be better off if the entry point wasn't a thousand parking space sized elevators scattered everywhere and
 cars pulled onto wider sleds with multiple slots at specific areas of the city. I mean if the subway was just a bunch of benchs that transported two people at once it would be chaotic and very dangerous in the tunnel especially if something went. There would just be too much engineering involved, and end up being very expensive and too extension too manage. If there were lots of areas (but not nearly as many that the parking spot sized elevator would require) basically just the size of a medium sized parking lot where cars can get in line and pull into a slot on a sled and then take off together, maybe 5 per sled, I think it could work better. It would also would most likely be more cost efficient..",ham,positive,0,0
1561.0,Pls help my family! https://fundrazr.com/11EdHa?ref=ab_b6cs30,spam,neutral,0,0
1562.0,NICE VIDEO,spam,positive,1,0
1563.0,there are so many flaws with this idea,spam,neutral,0,0
1564.0,"I herd u like 10 year old memes, so we put a self-driving car in a self-driving car so you can not-drive while u not-drive... ... Dawg",spam,neutral,0,0
1565.0,Cool concept but sadly wouldn't work in reality. Maybe in a A FEW decades or a century this might be a possibility,spam,neutral,0,0
1566.0,Coming soon to a wall near you.,spam,neutral,4,0
1567.0,Just another of Musks' new time killers,spam,neutral,2,0
1568.0,Then what is the point of roads,spam,neutral,0,0
1569.0,"What if there is a power outage or a similar power management problem and you become trapped in the middle of a dark 100 mile long tunnel 
with no cell phone service and your car is trapped on the moving platform?",ham,negative,0,0
1570.0,Wait a minute you are going to dig the earth just for roads?,spam,neutral,0,0
1571.0,"So At what point of in the patent process it is safe to make a video like this sharing the whole vision? and what exactly
 the patent has to cover? Like do you make a patent describing pretty much all the possibilities shown in this video? Or just on the technology to bring the car down, and drive it underground at that speed.",spam,neutral,0,0
1572.0,why use a tunnel? just pretend you're already there and guess what? you're already there,spam,neutral,0,0
1573.0,"Mom, Dad, All I See is Concrete ... Are We Almost There Yet ?",spam,neutral,0,0
1574.0,With no guard rail or sign that pops up I guarantee someone is gonna drive into that hole in the ground,ham,neutral,0,0
1575.0,this guy just isn't from this world,spam,neutral,0,0
1576.0,"I don't get it, it just doesn't deserve any attention, even mention at all.",spam,neutral,1,1
1577.0,"Amazing ,, but what about Earthquakes",spam,positive,1,0
1578.0,Fanfuckingtastic,spam,neutral,0,0
1579.0,"This would be cool at first but, it would get BORING after a while....ik we all wanted to make this joke so I made it on your behalf.",spam,neutral,0,0
1580.0,So the purpose of this video is...,spam,neutral,0,0
1581.0,so cars get.... cars???? wtf,spam,neutral,0,0
1582.0,Another far fetched investment plan by our lord and savior: Elon Musk,spam,neutral,0,0
1583.0,"No no no no , we have to build a wall first - also , the costs for a tunnel system is very expensive so ,
 this is only a vision at the end of the day",spam,negative,0,0
1584.0,thats boring,spam,negative,0,0
1585.0,They don' wanna see you winninnnnnn,spam,neutral,0,0
1586.0,This is so cool!,spam,positive,1,0
1587.0,raise taxes even more. bad idea Musk,spam,negative,0,0
1588.0,"My only concern is ground water leakage, other than that this concept looks awesome!",ham,positive,0,0
1589.0,"They spent 3 years making a fucking sewer line under my neighborhood, how the fuck will they make a car sized tunnel under
 The Whole of London or LA. Btw my neighborhood is 200 meter long.",spam,negative,0,0
1590.0,"I got an i7 and a 980, should be able to run this game fine.",spam,neutral,0,0
1591.0,When did our cars get as fat and lazy as us?,spam,neutral,0,0
1592.0,#HyperLoop Reinvented,spam,neutral,0,0
1593.0,"OH because single  railing systems  dont fail ever, not to mention the hazards and suicide rates xD
how about a  better public transport instead of cars for everyone?",ham,negative,0,0
1594.0,Fracking alone has given us earthquakes. Imaging now having full underground highway systems? The whole thing will implode,spam,negative,0,0
1595.0,"I don't think any of you live in LA, let alone sit in traffic 8 hours a day. For an Angeleno like myself, this is fucking brilliant.",spam,positive,0,0
1596.0,"It's a concept video, but it's interesting that they left a pretty large problem in the video. When a car enters the system,
 they don't demonstrate how they will cover the hole they created. This brings up the question of how many cars will fall in by accident.",ham,neutral,0,0
1597.0,"probably will cause major traffic jams, waiting for someone to go up so you can go down in one of those.",ham,neutral,0,0
1598.0,You're gonna wake up skullcrawlers,spam,neutral,0,0
1599.0,we need that! PLEASE,spam,positive,0,0
1600.0,nah.....,spam,neutral,0,0
1601.0,"This will work really well, because Earth is already hollow.",spam,neutral,0,0
1602.0,The funny part are the idiots that will drive in on top of the car either going down or coming up. Crunch!,spam,neutral,0,0
1603.0,Pretty boring idea...,spam,neutral,0,0
1604.0,"YES, SUCH CASTLE TOLD THAT WELL JUST AT LEAST ONE STAY AT LEAST ONE IN THE ELOSIPEDA AND EVERYTHING",spam,neutral,0,0
1605.0,"lol, a subway-drive-in?",spam,neutral,0,0
1606.0,So you wanna make transport for your transport? Excellent!,spam,positive,0,0
1607.0,For this there is a subway to bleat. Get your ass out of the car and take the subway,spam,negative,0,0
1608.0,"Much more social good would be done by expanding networks of tunnels used
 for public transit than reserving it for private vehicles.",ham,neutral,0,0
1609.0,"I can see this. The driver who doesn't want to wait can simply dump $1,000 into the club membership that 
will deliver the car to the head of the line somewhere down the highway. What couldn't capital buy? This would be a wonderful way to take advantage of a wealthy populace. Projects like these could one day be inherited by average drivers after technologies come about that greatly reduce expense of building this sort of infrastructural thing.",spam,neutral,0,0
1610.0,Why the fuck are people comparing subway to this? There is a hug fucking difference!,spam,neutral,0,0
1611.0,it's a nice idea but it just wouldn't work,spam,neutral,0,0
1612.0,Good idea but traffic would remain due to the loading and unloading taking so long,ham,neutral,0,0
1613.0,And what if an earth quake happens?,ham,neutral,0,0
1614.0,.....and another car falls on top of you,spam,neutral,0,0
1615.0,just why?,spam,neutral,0,0
1616.0,Sweet Jesus Elon!,spam,neutral,0,0
1617.0,how about just use trains?,spam,neutral,0,0
1618.0,"Not a bad future to live, travelling would be so much easier",spam,neutral,0,0
1619.0,"this video does not consider the fact that you cant just put a whole transit system underneath a fucking city so easily or anywhere for that matter due to the buildings transfering loads everywhere and the fact you can displace their footing systems very easily.

This will never happen. A tunnel is difficult enough as it is without damaging existing buildings load systems.",ham,negative,0,0
1620.0,Doctor Who anyone?,spam,neutral,0,0
1621.0,"The tunnels and elevators are ok, but I thought tesla has self driving cars, they would be ideal for such tunnels",spam,neutral,0,0
1622.0,wouldn't want to have a malfunction going that fast....,ham,neutral,0,0
1623.0,"its not a bad idea...I mean imagine you have to travel a long way, but you can't go by train 
because you ve got baggage or something it's quite nice",spam,neutral,0,0
1624.0,interesting,spam,positive,0,0
1625.0,Interesting :),spam,positive,0,0
1628.0,"if your going to build a tunnel system Elon. then just build the hyperloop instead and save yourself some cash,",spam,neutral,0,0
1629.0,"Those kinds of tunnels must be pricey to build and take care of. When the car goes down will there just be a hole in 
the ground that someone can accidentally drive in? Would this be eco-friendly? If there was to be an accident underground how would it be treated? I could imagine many mechanical failures and such. Is the problem that this system is trying to prevent a big problem, and would the system solve the problem? I want facts!!!",ham,neutral,1,1
1630.0,"May I point out a problem: When the lift is going down, there is a big hole in the street. Perhaps adding an additional enclosure might be advisable.
'welcome. Royalties to me.",ham,neutral,0,0
1631.0,And what if it charged the car on the way?,ham,neutral,0,0
1632.0,When you need a car for your car...,spam,neutral,0,0
1633.0,Luckily there is no earthquake exposure that could trap you in the tunnels in LA.... DOH!,spam,neutral,0,0
1634.0,This is so absurd... Public transport is the only affordable solution. This is way too expensive to put in place and to maintain.,ham,negative,0,0
1635.0,"Expensive af to make, this will be in the far future because of the cost it would take.",spam,negative,0,0
1636.0,but can it take me to Narnia?,spam,neutral,0,0
1637.0,This thing better be made before I die.,spam,neutral,6,2
1638.0,"If this system works like the video, you need one lane dedicated for this system in the major locations of the city. 
 Not only you take away a lane, there is gonna be cars switching lanes, merging in and out to the system. How is that gonna resolve the situation?",ham,neutral,0,0
1639.0,wow super..............,spam,positive,0,0
1640.0,Woo hoo ! I am the 17000'th subscriber.,spam,neutral,0,0
1641.0,"for a 3d animation looks very good,  i would like to see more of this 3d world . 
btw , the name of the company is awesome :)",spam,positive,0,0
1642.0,drivel,spam,neutral,0,0
1643.0,I prefer travel tubes from Futurama.,spam,neutral,0,0
1644.0,looks unsafe,spam,negative,0,0
1645.0,so the solution to the traffic problem is to build more roads? what happens to public transportation?,ham,neutral,0,0
1646.0,Tha point of thinking is great... but this is not a realistic solution,spam,neutral,0,0
1647.0,"WTF?  I want my Flying car !!! 
Not that undergraund tubes, with hard system of air compressors, of monorails, of computers and etc.",spam,negative,0,1
1648.0,More over the top pipe dreams of a overrated billionaire. Stick to your car making Mr big head.,spam,neutral,0,0
1649.0,"boring, because teleports are coming soon",spam,negative,0,0
1650.0,"Whoa their first video has already 3 million views and is trending, for an idea that an 8 year old 
could come you with... seriously  how the fuck?!?",spam,neutral,1,0
1651.0,"Nice, how long will it take to build it?",spam,neutral,0,0
1652.0,How many trillions of dollars is this going to cost!??,spam,neutral,0,0
1653.0,bull-shit continues and majority of americans eat with pleasure...,spam,neutral,0,0
1655.0,alot of stuff can go wrong with this,spam,negative,0,0
1656.0,what is the point of this? just more parking space?,ham,neutral,0,0
1657.0,I assume only electric cars will be allowed?,ham,neutral,0,0
1658.0,everyone waiting in line for these tunnels is going to cause more traffic,ham,neutral,0,0
1659.0,There is going to be such a long line for that,ham,neutral,0,0
1660.0,The future is real,spam,neutral,0,0
1661.0,FAKE NEWS. Don't take to me if this ain't about the wall!,spam,neutral,1,1
1663.0,I Want Whatever This Person Was Smoking,spam,neutral,0,0
1664.0,But we already got this the Mexicans use to go to the us the us citizens use it to go to Canada,spam,neutral,0,0
1665.0,Not practical and doesn't ease congestion issues. Learn to embrace more subways you sheltered suburban snobs.,spam,negative,0,0
1666.0,"This would be a waste of money, space, and effort that would be better spent on improving
 public transit. Like if you even had the money to do this why would you waste it on only transporting singular cars.",ham,negative,0,0
1667.0,Check out www.bimodalglideway.com--it uses above-the-ground tracks and has a better switching system.,spam,neutral,0,0
1668.0,"If this is the plan then he might as well make train/subways for America. I don't get why 
Americas are so against trains and public transportation...",spam,negative,0,0
1669.0,The amount of molerats we need for this tunnel network to happen..,spam,neutral,0,0
1670.0,Elon Musk for president,spam,neutral,0,0
1671.0,"I think this would be good for buses, underground trains.",spam,positive,0,0
1672.0,"do you people realize that there is ground underneath the sewers, subways, and basements?",ham,neutral,0,0
1673.0,Great. More traffic.,spam,neutral,0,0
1674.0,"LOL- delusional!  this is what happens when a guy has too much time on his hands! perhaps 
Musk and Brazos could get together and deliver cars by drones!",spam,neutral,0,0
1675.0,"if the point of building this in downtown Los Angeles where the traffic is bad make it worse because
 if they build this its gonna close so many streets adding to the problem",ham,negative,0,0
1676.0,"Until the lineup to take the ""fast tunnel"" takes 10x longer than the normal trip itself.",ham,neutral,0,0
1677.0,"I have made a video on life story of Elon Musk. Watch it to know the early days of Elon when his company Tesla and SpaceX were
 about to be sold and shut down respectively and how he managed to save his company like a hero.",spam,neutral,0,0
1678.0,"Everyone who talks about them hollowing out the entire underground... im pretty sure they're just gonna make tunnels, 
and the lack of sewage pipes and everyhting being open is just to show how the tunnels would be placed, ffs guys",spam,neutral,0,0
1679.0,"Bus Trap, ha ha ha ha ha ha ha ha",spam,neutral,0,0
1680.0,"A Gazillion dollars worth of rebuilding Everything, to put the freeways underground?
This is just as fkn dumb as the killer hyperloop.",spam,neutral,0,0
1681.0,"Wouldn't subways be able to transport way more people? This only moves one car at a time. Digging tunnels is expensive, 
we wanna get the best bang for our buck.",ham,neutral,0,0
1682.0,Ugh this is so boring,spam,negative,0,0
1683.0,But where would the TMNT live🙁,spam,neutral,1,0
1684.0,or just drive nigga,spam,neutral,0,0
1685.0,With which app they create it?,spam,neutral,3,2
1686.0,"Elon Musk, I believe in you!! Keep going with your ideas because they will save our world!!!",spam,positive,4,0
1687.0,Did soemone bring up earthquakes?,ham,neutral,0,0
1688.0,What is the name of the background song?,spam,neutral,0,0
1689.0,The earth would collapse,spam,negative,0,0
1690.0,"Eh, wouldn't self-flying cars be easier? No digging required.",spam,neutral,0,0
1691.0,how do they breath?,ham,neutral,0,0
1692.0,Visionaries will always be denied until they prove the world wrong. History will continue to repeat itself - Go Elon. ✌🏽🇨🇦🇺🇸🇿🇦,spam,neutral,0,0
1693.0,"Nooo, what a devilry. I'm better in the old fashioned way, on an old, Russian, Orthodox horse",spam,neutral,0,0
1694.0,This would be tough af but people to cheap to money towards making it happing.,spam,neutral,0,0
1695.0,and where are the headlights of the car?,spam,neutral,0,0
1696.0,Elon smoke hella weed.,spam,neutral,815,21
